,Name,Review,Rating,No_of_Reviews,No_of_Followers,Cost,Cuisines,Mean Rating,Mean Reviews,Mean Followers
1305,The Lal Street - Bar Exchange,gone place team dinner place mall good ambience ordered many starters drinks food decent nothing special good place party dance,3.0,272.0,1646,1300,north indian italian finger food,2.69,2.65,1.84
1306,The Lal Street - Bar Exchange,worst service experienced evernobody concerned even taking orderits waste eveningnot expectedthis review completely service received,1.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1307,The Lal Street - Bar Exchange,place friends friday night place amazing vibes playing awesome bollywood numbers place crowded difficult find place chill getting table task food also good one advice go little early get place even drinks decent prices,4.0,44.0,872,1300,north indian italian finger food,2.69,2.65,1.84
1308,The Lal Street - Bar Exchange,apparently thats garnish oh yeah orange peel plate drink dustbin lol oh wait guess maybe never cocktail thats waiter said horrible service guy wasnt ready even call manager,1.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1309,The Lal Street - Bar Exchange,good place cozy outside seating arrangement romantic amazing place gettogethers bunch friends food okay nachos salsa taste better bit blandambience 45 5service3 5food4 5,4.0,6.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1310,The Lal Street - Bar Exchange,place stupid extremely discriminating guy allowed enter dance floor bouncers hostile say unless girl cannot enter dance floor understand might instances guys misbehaving attitude management towards people extremely hostile im never coming,1.0,12.0,156,1300,north indian italian finger food,2.69,2.65,1.84
1311,The Lal Street - Bar Exchange,went lunch friendsservice ambiance good personally liked mocktail food betterthe taste great quantity okay,4.0,2.0,21,1300,north indian italian finger food,2.69,2.65,1.84
1312,The Lal Street - Bar Exchange,lady bouncer aunty glasses desk didnt allow us go inside wearing slides referred slides slippers straight faces shouldve mentioned shoes zomato app feel sad half knowledge aunty reception desk never visit place ever,1.0,1.0,0,1300,north indian italian finger food,2.69,2.65,1.84
1313,The Lal Street - Bar Exchange,friday night visited girl gang booked table order avoid hastle seated quiet corner deck side space loved food served every item dj night good danced till last song service bit dissatisfying bill generated incorrectly amount consumed expect better care taken,4.0,74.0,64,1300,north indian italian finger food,2.69,2.65,1.84
1314,The Lal Street - Bar Exchange,night gal palswhen entered server took us sitting area chose corner couch felt bit secludedwarm indoors black brown seatings cartoons laal street sensex drinks prices displayed tvthey app ordering guess wifi wasnt available repair server told usthe server came took orderswe ordered starters drinksas soon left saw rat running hide somewhereit kind scared us thought every place still running freely might state infestationthen started enjoying music orders came server got one drinks wrong reminded changed said already brought thisother places server would taken back would apologized atleast instead said cant take backanyways moving onthe cocktail really good cosmopolitan beer trap screw driverthe starters ordered portions felt bit small talk veg starters vegetarian italian cheese fingers crispy yum stuffed mushrooms okay forgettable nachos okay better ones crispy corn good last least soft noodles though good felt portion even smaller startersthe music good bollywood night requested dj play first said 930 start said 1030 start four dance floor requested multiple times play atleast one bollywood song didnt oblige allwould playing one peppy bollywood song really degrade skills god knowsfood hospitality important criteria eating place restaurant barhope improve hospitality one major reasons one goes back one place againfood 3 5service3 5overall experience 4 5 friends vfm 35 5,3.0,40.0,473,1300,north indian italian finger food,2.69,2.65,1.84
1315,The Lal Street - Bar Exchange,always deny table weekends friday even though book zomato apps due high demand fair pre booking,1.0,3.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1316,The Lal Street - Bar Exchange,went thursday staff really pathetic service zomato gold etc eligible could responded proper way asked valid since ladies night,2.0,11.0,49,1300,north indian italian finger food,2.69,2.65,1.84
1317,The Lal Street - Bar Exchange,happening place city enjoyed everything thing didnt allow us dance stagsfood 3ambience 4service 3,3.0,10.0,35,1300,north indian italian finger food,2.69,2.65,1.84
1318,The Lal Street - Bar Exchange,cocktails really good service cool great atmosphere loved back enjoy food drinksambience 5 5service 5 5food 55 5,5.0,2.0,0,1300,north indian italian finger food,2.69,2.65,1.84
1319,The Lal Street - Bar Exchange,good place hangout friends nice music nice ambience nice foodit also outdoor seating one likes seating also good place good atmosphereits bar exchange order wisely thats thing take care ofif traveling hyd dont want go random place pubbing surely rely place,4.0,12.0,119,1300,north indian italian finger food,2.69,2.65,1.84
1320,The Lal Street - Bar Exchange,enter bar go main entrance mall separate entrance bar directly means pass people mall party wear may find little bit awkwardcoming bar interior spacious different seating arrangement outdoor included better book table reaching otherwise would difficult get table peak time esp weekends booked advance still didnt get one sofa got table bar chairs tall ordered singapore noodles mixed fried rice chicken wet white sauce pastasingapore noodles 5 5mixed fried rice 5 5chicken wet 4 5white sauce pasta 2 5they didnt pizza day wentmusic played good english songs early followed hindi songs songs gooddrinks order app install order convenient price drinks menu zomato relation actual price cocktails expensive comparing one shown menurecommended,4.0,25.0,13,1300,north indian italian finger food,2.69,2.65,1.84
1321,The Lal Street - Bar Exchange,nice place super good food drinks friendly staff cool ambiance enjoyed time hereok thats trying fulfill 140 characters rule,5.0,6.0,14,1300,north indian italian finger food,2.69,2.65,1.84
1322,The Lal Street - Bar Exchange,good concept based existing clubs though serious need utilizing space properly present requires quite work limited dance floor protected bouncers everybody blocks road last call ignoring food good music good projector okaish,4.0,10.0,4,1300,north indian italian finger food,2.69,2.65,1.84
1323,The Lal Street - Bar Exchange,lal street awesome food beverages one best place hangout friends prices decent one try herethe dance floor good restrictions stages dance floorthe waiters friendly suggest better others bars,5.0,21.0,4,1300,north indian italian finger food,2.69,2.65,1.84
1324,The Lal Street - Bar Exchange,bunch hypocrites one cannot enter unless girl beside one cannot enter unless shoes tied feet one cannot enter unless lower limbs fully covered guys pay get us drunk judge us based footwear tag along think someone without shoes cant behave pay bill pathetic stereotypes,1.0,1.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1325,The Lal Street - Bar Exchange,went dry day still service good music dj really good fun fairly big dance floor nice touch cool graffiti,4.0,5.0,54,1300,north indian italian finger food,2.69,2.65,1.84
1326,The Lal Street - Bar Exchange,ordered chicken pizza missal pav cocktails missal pav ok chicken pizza good ambience awesome unique,4.0,28.0,34,1300,north indian italian finger food,2.69,2.65,1.84
1327,The Lal Street - Bar Exchange,favourite places hyderabad wide range food drinks available taste food average get cocktails beer descent price 8 10 ambiance,4.0,10.0,13,1300,north indian italian finger food,2.69,2.65,1.84
1328,The Lal Street - Bar Exchange,best outlet lower prices get best service need zomato gold self huge place lovers watch matches drink best place undoubtedly recommended,5.0,5.0,26,1300,north indian italian finger food,2.69,2.65,1.84
1329,The Lal Street - Bar Exchange,place fun awesome ambience food great staff interactive drinks ok expensive overall nice place chill fun,4.0,4.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1330,The Lal Street - Bar Exchange,great place good food ambience ordered pizza italian finger sticks good specially italian finger sticksthe staff polite food serviced quiet fastoverall nice place hangout,4.0,20.0,99,1300,north indian italian finger food,2.69,2.65,1.84
1331,The Lal Street - Bar Exchange,since close crowd numerous times like music drinks well food fort youve selective would recommend go starters ive tried buffet well didnt personally like ambience cool though staff unaccommodating us one time,3.0,19.0,53,1300,north indian italian finger food,2.69,2.65,1.84
1332,The Lal Street - Bar Exchange,went weekday ladies night place decent crowd bar exchange order drinks app food okay ordered chicken pizza pop corn chicken nachos chicken wings taste could betteroverall 35 5food 3 5service 25 5ambience 4 5,4.0,20.0,10,1300,north indian italian finger food,2.69,2.65,1.84
1333,The Lal Street - Bar Exchange,service way slow wait 40 minutes single dish drinks menu app good never enough stock dont even bother going drinks single guys allowed dance floor bbq chicken wings putrid worst look picture attached cheat giving smaller shot glasses youre drunk horrible experience,1.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1334,The Lal Street - Bar Exchange,nice place competitive pricing always fan concept guys operate food good specially biryani didnt expect great biryani pub,4.0,13.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1335,The Lal Street - Bar Exchange,regular pub beginningtoday visited place waiting 30 minutes order place confusion take order felt like treated like beggars proper grooming staff didnt saw proper response paid customer usual food good dj good nice songsthis time overall experience totally bad,1.0,1.0,7,1300,north indian italian finger food,2.69,2.65,1.84
1336,The Lal Street - Bar Exchange,horrible experience wouldnt want come ever horrible food horrible service extremely disappointed entire package,1.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1337,The Lal Street - Bar Exchange,rooftop place quite good drawback place small thus overcrowded little place move,3.0,13.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1338,The Lal Street - Bar Exchange,wanna dance crazy people around get loud music inside like outside nice open area youre looking place gachibowli otherwise id prefer jubilee banjara food 25 5service 3 5ambience 25 5people 25 5,3.0,38.0,399,1300,north indian italian finger food,2.69,2.65,1.84
1339,The Lal Street - Bar Exchange,one best bars visited hyderabad farit quirky concept ofbarexchangeits great place hangout party ur friends groovy music big dance floor also option open air place crowded weekendsits based demand supply daya large dynamic trading display board tells current price various drinks shows highest lowest prices day real time need download app also shows trading board use place orderthe food acceptably good service quick,4.0,78.0,418,1300,north indian italian finger food,2.69,2.65,1.84
1340,The Lal Street - Bar Exchange,awesome pub great ambience liquor prices go based demand like sensex nice concept pub service also good seperate dance floor one unique feature,5.0,3.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1341,The Lal Street - Bar Exchange,place mostly crowded weekends better go prior reservation prices little high music good service slow dishes could taste better,3.0,51.0,133,1300,north indian italian finger food,2.69,2.65,1.84
1342,The Lal Street - Bar Exchange,ordered food couple times place never mostly used order thali lunch worthy first physical visit restaurant amazed see glory around ambience look coziness lighting perfect soft couches comfortable moving food ordered chicken steak platter contained two portions chicken breast mashed potato stir fried veggies rice quantity enough fill belly ordered butter roti lajeez paneer paneer soft dipped delicious gravy spicy salty balance flavours drinks virgin pina colada well blended coconut cream sweetness found place nice hang friends family friendly staff courteous multiple options food menu bar menu well also walls fantastic prints compliment overall ambience trust never disappointed going placeambience 45 5food 4 5 cost could lower side slightly staff service 5 5,4.0,28.0,59,1300,north indian italian finger food,2.69,2.65,1.84
1343,The Lal Street - Bar Exchange,many time really like place drinks finger foods crowd generally come around 10pm dj also nice bar tenders really cool friendlyone mushroom coated one remember order every time beats nonveg starters,5.0,161.0,656,1300,north indian italian finger food,2.69,2.65,1.84
1344,The Lal Street - Bar Exchange,u try different environment food ok tried paneer tikka corn chicken manchurian pepper chicken go happy hours,3.0,13.0,31,1300,north indian italian finger food,2.69,2.65,1.84
1345,The Lal Street - Bar Exchange,loved dance floor drinks menu would highly recommend blue curacao mocktails cosmo cocktail pasta one best preparations opinion definitely recommend revisit,5.0,344.0,977,1300,north indian italian finger food,2.69,2.65,1.84
1346,The Lal Street - Bar Exchange,number times lal street loved ambience crowd pretty good great time would better would got table made reservations dj fine playing many old songs,4.0,8.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1347,The Lal Street - Bar Exchange,good place bollywood mix musicgood place basic chill scenes friendsit decent dance floor good food drinks,5.0,5.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1348,The Lal Street - Bar Exchange,lal street management didnt allow us zomato doesnt mention stags allowed app went came back girl required enter lal street crazy,1.0,5.0,0,1300,north indian italian finger food,2.69,2.65,1.84
1349,The Lal Street - Bar Exchange,went ipl night music ambience nice ordered drinks couple starters stuffed mushroom chicken black bean sauce jalapeno poppers fish dish dishes good jalapeno poppers stuffed mushroom impressive service slow though ordering drinks app might become challange times overall nice place hangout,4.0,60.0,639,1300,north indian italian finger food,2.69,2.65,1.84
1350,The Lal Street - Bar Exchange,interesting cocktail menu wide range starters try constant live screen showcasing trading prices drinks available,3.0,63.0,90,1300,north indian italian finger food,2.69,2.65,1.84
1351,The Lal Street - Bar Exchange,filtered entry checkwelcome assistance checkcrowd checkambience checkwhats great nothingits good sports bar zero sense consumer experience comes service value money half order doesnt come time youll repeatedly pesture waiter keeps running half timethe fancy sports bar adequately staffed even though filter crowd putting stag entry fee covered many people stiffed inside dont think ability serve kind crowd attractoverall liked food place disappointment night left peaceful place rest nightthe cocktails good though,3.0,94.0,207,1300,north indian italian finger food,2.69,2.65,1.84
1352,The Lal Street - Bar Exchange,great party place decent size dance floor try new moves get loose food tasty love concept ordering drinks via app per drink exchange rate,4.0,13.0,12,1300,north indian italian finger food,2.69,2.65,1.84
1353,The Lal Street - Bar Exchange,grate place food lovers tempting mouth watering dishes speechless loved ambiance vibe place surely recommended food ambiance,4.0,6.0,14,1300,north indian italian finger food,2.69,2.65,1.84
1354,The Lal Street - Bar Exchange,thursday night place empty time reached says every table reserved found place finally ordered maggi pizza took 40 minutes serve time loose appetite even customer service late food good accept dine pay,2.0,71.0,162,1300,north indian italian finger food,2.69,2.65,1.84
1355,The Lal Street - Bar Exchange,good ambience good food good dance placethree us girls went place rainy friday evening turned good fun orderedwhite sauce pasta awesomely tasty sauce made correctly right consistency vegetables itnachos sauce another yummy dish though sauce bit less suffice end nachos overall dish delicious worth itchicken kebabs wow best dish evening us soft succulent right amount spices gharwale taste jaisi dhaniyapudina chutney made worth moneywe also ordered beer virgin mojito good pineapple mocktail bad pure waste money also good dance place furthermore dj good played awesome list bollywood numbers grooved endall awesome experience would given 5 stars pineapple mocktail seats got inspite booking advance made deduct one star,4.0,36.0,209,1300,north indian italian finger food,2.69,2.65,1.84
1356,The Lal Street - Bar Exchange,ambiance staff environment set peaks music much much appreciated ladies night doesnt stopped stags get crowd amazing best bar stock exchange witnessed good day watching ipl match,5.0,6.0,47,1300,north indian italian finger food,2.69,2.65,1.84
1357,The Lal Street - Bar Exchange,amazing placethe ambience good music even greative thrice past three weeks turned pretty amazing experience alwaystheir exchange system liquor pricing quite good affordable mostive even jameson 140 bucks peg lit effective ive tried chicken tikka biryani hot asian noodleschicken tikka biryani amazing loved ambience 3service 3food 5will visit place yes yes yesbtw liquor mrp every mondays,4.0,43.0,93,1300,north indian italian finger food,2.69,2.65,1.84
1358,The Lal Street - Bar Exchange,music top decent dance floor food good place accepts zomato gold 1+1 offer bar exchange get enjoy drinks lower cost well,5.0,2.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1359,The Lal Street - Bar Exchange,cant tell awesome food ordered chinese choupsey hot asian noodles roasted veg shack damn shook quantity lot 2 people absolutely loveddddddd tasted cannot begin explain amazing taste sauted partially barbecued flavor vegetables im pure vegetarian lal exchange fav place eat,5.0,4.0,5,1300,north indian italian finger food,2.69,2.65,1.84
1360,The Lal Street - Bar Exchange,got chance visit place team superb place hangout recommend place parties watch cricket big screen fun best place spend time friends starters good drinks okay biryani betteri know many people dont visit place biryani ambiance5 5quality5 5quantity35 5price3 5 pocket friendly service35 5taste 45 5,4.0,93.0,198,1300,north indian italian finger food,2.69,2.65,1.84
1361,The Lal Street - Bar Exchange,ambience nice place indoor outdoor setting staff politethe food however didnt excite much music average rate fluctuations drinks main concept place seemed static less interestingthe cocktails didnt taste well either ordered chicken noodles didnt taste per grandeur place biryani good also ordered lits mark,3.0,39.0,44,1300,north indian italian finger food,2.69,2.65,1.84
1362,The Lal Street - Bar Exchange,good place hangout indoor well outdoor seating live matches big screens quite engaging starters appreciable specially tandoori malai brocolli,4.0,10.0,8,1300,north indian italian finger food,2.69,2.65,1.84
1363,The Lal Street - Bar Exchange,bad customer service first booked table near screen still didnt give make people stand near screen hell watch match people go see match,2.0,3.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1364,The Lal Street - Bar Exchange,although booked table suitable table couldnt found us one guy passed another one sat outside send inside finally table found uswe ordered jgermeister baileys nuts prices 375 450 see portion ok understand prices fluctuates didnt know paid little shots drinks serves proper glass ices bigger portions chargingwill never visit place,1.0,1.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1365,The Lal Street - Bar Exchange,good ambiencenice outdoor seatinggood danceflooraverage djeconomical menugood customer servicefood really tastycan visit casual chilling,4.0,11.0,6,1300,north indian italian finger food,2.69,2.65,1.84
1366,The Lal Street - Bar Exchange,nice place hang friends family service also good best brewed beer city place good ambience good service must try,4.0,4.0,12,1300,north indian italian finger food,2.69,2.65,1.84
1367,The Lal Street - Bar Exchange,one worst service ever recieved today dont wana refer anyone place contacted lal street told happy hours menu going tha menu totally changed e 1+1 99 didnt like worst ever service,1.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1368,The Lal Street - Bar Exchange,spend special moment got satisfied everything herevery recommended place #goout buddies special timei love mrp night#chillout #longnight,4.0,9.0,7,1300,north indian italian finger food,2.69,2.65,1.84
1369,The Lal Street - Bar Exchange,one good pub make eveningwent birthday food good drinks made better zomato 2+2the music good great time dancing numbers dj playingoverall satisfied would want stay longer,4.0,7.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1370,The Lal Street - Bar Exchange,placeambience took seat outdoor area loved place music beatsservice staff person santosh efficient courteousfood ordered white sauce pasta misal pav bombay sandwich drinksmisal pav great suggestion increase quantity misal plate taste real goodpasta amazing loved crunchiness veggiesbombay sandwich initially bit skeptical anticipation sandwich exactly hiw osum green chutney turned magic ondefinitely must visit place,5.0,22.0,14,1300,north indian italian finger food,2.69,2.65,1.84
1371,The Lal Street - Bar Exchange,visited place last saturday really enjoyed evening best thing liked place groups couples allowed enter dancing floor happen delhi really liked food crowd would love visit,5.0,13.0,27,1300,north indian italian finger food,2.69,2.65,1.84
1372,The Lal Street - Bar Exchange,place never get bored peachy music taste food soo yummywe tried chicken wings fabthe adornment classy lofty wayoverrall good place hangout friendsservice 4 5food 5 5price 5 5,5.0,9.0,2,1300,north indian italian finger food,2.69,2.65,1.84
1373,The Lal Street - Bar Exchange,place something never get bored groovy music good food crowd also nice lal street big dancing floor ambiance pretty good outside seating area also crowded weekends like anythingtalking food place zomato gold food partner enjoy benefits chicken lolipop crispy lolipop served salsa sauce masala papad stuffed masala papad rolls coriander chutney onion cheesy pineapple sticks never ever order pathetic paneer lazeez creamy tomato onion gravy cottage cheese highly recommended chicken tikka masala highly recommended cheese garlic naan butter naanoverall evening lal amazing service really good go friends family enjoy weekends sure #mydj17,4.0,202.0,1192,1300,north indian italian finger food,2.69,2.65,1.84
1374,The Lal Street - Bar Exchange,second stop complex saturday 30 03 evening reason giving two stars instead zero rescue situation gm joint given guys decide merits placewent outdoor sitting 730pm suddenly one server comes start arguing sit table 5 6 chairs two 40+ tables empty first arrive outdoor sitting goes argue us extent started walk exit met gm place asked walking given reason quite apologitic forced come back owner place forgot name listening conversation also came apologize anyways respect two gentlemen one drink peanuts left 40minat 815 3 tables including occupied outdoor hence futility hoopla,2.0,98.0,407,1300,north indian italian finger food,2.69,2.65,1.84
1375,The Lal Street - Bar Exchange,amazing place weekends must visit crazy set friends dance several times trust never disappoints,5.0,3.0,32,1300,north indian italian finger food,2.69,2.65,1.84
1376,The Lal Street - Bar Exchange,went place nice place customer service good accepted table booking later visit place allot table u hit bar counternote manager u cant provide table dont accept,1.0,3.0,7,1300,north indian italian finger food,2.69,2.65,1.84
1377,The Lal Street - Bar Exchange,ambience goodbut food taste quality markalso service poor waiters waiting properly call everytime small things like glasses plates,2.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1378,The Lal Street - Bar Exchange,liked atmosphere restaurant staff friendly experience ok liked starters ok group 5,4.0,4.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1379,The Lal Street - Bar Exchange,good place hangout bit boring order apo though food okay okay many different chicken n veg starters dj kept atmosphere lively,3.0,10.0,21,1300,north indian italian finger food,2.69,2.65,1.84
1380,The Lal Street - Bar Exchange,drinks good food mediocre service patheticthe waiter asked us leave apparently overbooked even service slow,3.0,3.0,22,1300,north indian italian finger food,2.69,2.65,1.84
1381,The Lal Street - Bar Exchange,first special mention santosh really made evening best great service superb taking orders serving really fast thank santosh itnow coming fb though little priced high end worth every thing ordered veg non veg drinks mocktails really good music lovely ambience perfect believe wednesday ladies night girls ladies know one place go well didnt know far like overall well spent time gathered loads memories always go sure waiting reason make one,5.0,78.0,76,1300,north indian italian finger food,2.69,2.65,1.84
1382,The Lal Street - Bar Exchange,even though place huge couldnt find place sit initially around 1030 finally got place sit food bar good service prompt get table dj played nice bollywood songs overall nice place id recommend book table go planning visit weekends,4.0,50.0,69,1300,north indian italian finger food,2.69,2.65,1.84
1383,The Lal Street - Bar Exchange,dj plays place really good went group 10 people enjoyed lot downside food drinks service really slow number waiters less compared seating strength placethe people bar counter suck big time dont talk properly give respect try loot saying half low price drinks available,3.0,26.0,17,1300,north indian italian finger food,2.69,2.65,1.84
1384,The Lal Street - Bar Exchange,lal street good first time today went booked table given table asked stand bar wait nearly 40mins staff arranged table us noone entertain us take order sat around another half hour requesting waiters take order suddenly saturday night music went loud started hurting ears able talk even sitting side side everyone want saturday night groovy music literally hurting ears doubt music played dj awesome making everyone dance floorfood fine though ambience good,3.0,4.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1385,The Lal Street - Bar Exchange,good place hangout buddies pals dj turns dance floor place gets crowded weekends ambience makes stay enjoy drink,5.0,4.0,5,1300,north indian italian finger food,2.69,2.65,1.84
1386,The Lal Street - Bar Exchange,ambience saturday evening visited placeit got stock market price fluctuation system beverages could order appthe lal street read dalal street stock exchange actually listed terms food ordered two preparations cheese chilly toast well prepared lot chilliesthe lal special pizza upto mark coming reviewer kolkata hit right price alcohol really cheap ordered black dog triple gold reserve around 180 inr definitely bang party place requires little improvement comes food,4.0,65.0,375,1300,north indian italian finger food,2.69,2.65,1.84
1387,The Lal Street - Bar Exchange,awsme place hangout wid frnds joker poster outstanding loved place service guy served us also worked well,4.0,10.0,4,1300,north indian italian finger food,2.69,2.65,1.84
1388,The Lal Street - Bar Exchange,place like home hindi dj songs take u next level croud decent nd friendlyfood awesome specially loaded french fries,5.0,1.0,1,1300,north indian italian finger food,2.69,2.65,1.84
1389,The Lal Street - Bar Exchange,looks interesting entrance intriguing ambience food good staff cooperative less responsive seating arrangement comfortable person relax paneer kathi roll must,3.0,10.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1390,The Lal Street - Bar Exchange,good food options decent service expensive dark ambience lunch time lively though expect evenings would crowded,4.0,29.0,11,1300,north indian italian finger food,2.69,2.65,1.84
1391,The Lal Street - Bar Exchange,gives millennial pub vibe nice ambience food stock exchange theme always gives different fun feel crowd also good one star deducted service department felt needs improvement,4.0,15.0,8,1300,north indian italian finger food,2.69,2.65,1.84
1392,The Lal Street - Bar Exchange,best thing tls dj dj played good collection songs separate dance floor major plus point ambience good food average service prompta good place sat nights,4.0,29.0,79,1300,north indian italian finger food,2.69,2.65,1.84
1393,The Lal Street - Bar Exchange,waiter specially manager srini worst rude person suggest never go place treat people getting food free,1.0,2.0,5,1300,north indian italian finger food,2.69,2.65,1.84
1394,The Lal Street - Bar Exchange,visited saturday evening place full crowded took time get table though ive booked online drinks prices keeps changing stock market exchange prices speciality bar dance floor ambience music everything good,4.0,12.0,6,1300,north indian italian finger food,2.69,2.65,1.84
1395,The Lal Street - Bar Exchange,pricing interesting one see higher drinks get sold price ambience looks decent dance floor bigstarters menu good cheese balls chicken started pricing seems expensive starters compared similar restaurants,4.0,17.0,5,1300,north indian italian finger food,2.69,2.65,1.84
1396,The Lal Street - Bar Exchange,place complete let lunch sunday disappointed veg stack western section actually spicy paneer basically spicy filling 2 slices paneer topped chilli sauce 2 dishes took 40 mins come 1 served 12 mins staff lost seemed recovering late night saturday saving grace drinks unless want go drink drinks skip place,2.0,44.0,54,1300,north indian italian finger food,2.69,2.65,1.84
1397,The Lal Street - Bar Exchange,great place awesome music great ambiance waiters unfriendly though recommend place fun atmosphere good music,3.0,5.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1398,The Lal Street - Bar Exchange,sunday afternoon place quite empty afternoon starters n drinks quite expensive zomato gold applicable became quite reasonable 2 people ceaser salad best city,5.0,4.0,3,1300,north indian italian finger food,2.69,2.65,1.84
1399,The Lal Street - Bar Exchange,great ambience service good food ok like less spicy food spicy liked bar exchange sort thing enjoyed visit must go atleast,4.0,22.0,46,1300,north indian italian finger food,2.69,2.65,1.84
1400,AB's - Absolute Barbecues,excellent experience spiced thank krishna monaj excellent food service full happy enjoy food service thanks team,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1401,AB's - Absolute Barbecues,excellent great experience therekrishna taken care us chef pankaj served special dishes us go soon,5.0,1.0,11,1500,european mediterranean north indian,5.0,1.01,1.04
1402,AB's - Absolute Barbecues,visited abs 3rd time always staff friendly welcoming decent ambiance wide variety food must visit barbecue lovers,4.0,6.0,47,1500,european mediterranean north indian,5.0,1.01,1.04
1403,AB's - Absolute Barbecues,varun sandeep done excellent jobawesome hospitality excellent food ambiencewill recommend tommy college family members,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1404,AB's - Absolute Barbecues,excellent food excellent service mr krishna ijujal full happy either food service thank gays thank abs coming thank,5.0,1.0,15,1500,european mediterranean north indian,5.0,1.01,1.04
1405,AB's - Absolute Barbecues,food awsome service provided krishna ijual wonderful totally satisfied taste servicehence provided five star rating,5.0,1.0,2,1500,european mediterranean north indian,5.0,1.01,1.04
1406,AB's - Absolute Barbecues,excellent service nandan rahmat ripan feeling happy management food awesome expect come soon abs service boy fantastic,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1407,AB's - Absolute Barbecues,food absolutely fantastic service given bahadur rahmat awesomethese guys take care service properlylove visit,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1408,AB's - Absolute Barbecues,excellent food excellent service mr bahadur rahamat ripen fully happy service also things excellent visit soon love abs,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1409,AB's - Absolute Barbecues,nice food family coming restarent coming nice sarvice good food nice staters mean course staff nice sarvice staff name shekhar santhu sarvice nice,5.0,1.0,7,1500,european mediterranean north indian,5.0,1.01,1.04
1410,AB's - Absolute Barbecues,excellent sarvice nice food nice staff nice politley sarvice srtaters nice deserts goood nice sarvice staff name shekhar santhu sarvice nice,5.0,1.0,51,1500,european mediterranean north indian,5.0,1.01,1.04
1411,AB's - Absolute Barbecues,love food services mr pankaj chef give excellent food love fry prowns fry fish 6th visit weldon abs pankaj,5.0,1.0,2,1500,european mediterranean north indian,5.0,1.01,1.04
1412,AB's - Absolute Barbecues,good delicious food ever ate hyderabad punkaj u done good work u r excellent ur communication happy itthank usandeep,5.0,1.0,2,1500,european mediterranean north indian,5.0,1.01,1.04
1413,AB's - Absolute Barbecues,service good staff treated us well especially bahadur attentive happy serve team good experience lunch abs,5.0,1.0,60,1500,european mediterranean north indian,5.0,1.01,1.04
1414,AB's - Absolute Barbecues,awesome experience taste fantastic service wonderful giving nandan varun guys friendly good manner way talking polite courteous,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1415,AB's - Absolute Barbecues,mrbahadur serving us courteous service top class bday impromptu brought cake made day even better taste asusual excellent,5.0,2.0,11,1500,european mediterranean north indian,5.0,1.01,1.04
1416,AB's - Absolute Barbecues,visited office friends first things first staff polite prompt kept asking bring us next kept trying feed us even asked change barbecue seemed one hot enough server tried explain much heat good might spoil overcook food insisting politely changed barbecuecoming foodvegetarian variety dishes paneer mushroom crispy corn potato etc starters yes place good enough vegetarians toonon vegetarian starters basic chicken tandoori leg fish prawns mutton seek kabab must try etcthe main course like buffet place interesting noodles one personal favourite little disappointingthe sweet section would make anyone happy thing notice even though stayed till outlet almost going close sweet cornor refilled timeagain kudos servers made happy experience,4.0,25.0,133,1500,european mediterranean north indian,5.0,1.01,1.04
1417,AB's - Absolute Barbecues,nice experience abs gochibowli really guys friendly polite mainly gobind manoj guys serve well,5.0,1.0,1,1500,european mediterranean north indian,5.0,1.01,1.04
1418,AB's - Absolute Barbecues,excellent food excellent service bahadur fully happy thus serve v also visit soon love abs items excellent also,5.0,1.0,2,1500,european mediterranean north indian,5.0,1.01,1.04
1419,AB's - Absolute Barbecues,friendly people enjoyed lot nice food good ambience bahadur rahman vipal superb served well celebrated anniversary,5.0,1.0,2,1500,european mediterranean north indian,5.0,1.01,1.04
